,path,dataset,device,wn_id,im_id,eeg_session,global_session,inet_path
21,data/mind-big-data/MindBigData_Imagenet_Insight_n03207941_2818_1_2166.csv,Imagenet,Insight,n03207941,2818,1,2166,data/mind-big-data-imagenet/n03207941/n03207941_2818.JPEG
22,data/mind-big-data/MindBigData_Imagenet_Insight_n03797390_28251_1_1255.csv,Imagenet,Insight,n03797390,28251,1,1255,data/mind-big-data-imagenet/n03797390/n03797390_28251.JPEG
23,data/mind-big-data/MindBigData_Imagenet_Insight_n08517676_11443_1_977.csv,Imagenet,Insight,n08517676,11443,1,977,data/mind-big-data-imagenet/n08517676/n08517676_11443.JPEG
24,data/mind-big-data/MindBigData_Imagenet_Insight_n02109047_17681_1_1125.csv,Imagenet,Insight,n02109047,17681,1,1125,data/mind-big-data-imagenet/n02109047/n02109047_17681.JPEG
25,data/mind-big-data/MindBigData_Imagenet_Insight_n01689811_2281_1_1138.csv,Imagenet,Insight,n01689811,2281,1,1138,data/mind-big-data-imagenet/n01689811/n01689811_2281.JPEG
26,data/mind-big-data/MindBigData_Imagenet_Insight_n02084071_1656_1_927.csv,Imagenet,Insight,n02084071,1656,1,927,data/mind-big-data-imagenet/n02084071/n02084071_1656.JPEG
27,data/mind-big-data/MindBigData_Imagenet_Insight_n07693725_9373_1_2071.csv,Imagenet,Insight,n07693725,9373,1,2071,data/mind-big-data-imagenet/n07693725/n07693725_9373.JPEG
28,data/mind-big-data/MindBigData_Imagenet_Insight_n02389026_3997_1_736.csv,Imagenet,Insight,n02389026,3997,1,736,data/mind-big-data-imagenet/n02389026/n02389026_3997.JPEG
29,data/mind-big-data/MindBigData_Imagenet_Insight_n03063599_4260_1_61.csv,Imagenet,Insight,n03063599,4260,1,61,data/mind-big-data-imagenet/n03063599/n03063599_4260.JPEG
30,data/mind-big-data/MindBigData_Imagenet_Insight_n02025239_1218_1_354.csv,Imagenet,Insight,n02025239,1218,1,354,data/mind-big-data-imagenet/n02025239/n02025239_1218.JPEG
31,data/mind-big-data/MindBigData_Imagenet_Insight_n02958343_24245_1_2560.csv,Imagenet,Insight,n02958343,24245,1,2560,data/mind-big-data-imagenet/n02958343/n02958343_24245.JPEG
32,data/mind-big-data/MindBigData_Imagenet_Insight_n02002724_3345_1_578.csv,Imagenet,Insight,n02002724,3345,1,578,data/mind-big-data-imagenet/n02002724/n02002724_3345.JPEG
33,data/mind-big-data/MindBigData_Imagenet_Insight_n04026417_13555_1_2635.csv,Imagenet,Insight,n04026417,13555,1,2635,data/mind-big-data-imagenet/n04026417/n04026417_13555.JPEG
34,data/mind-big-data/MindBigData_Imagenet_Insight_n03125729_12819_1_1772.csv,Imagenet,Insight,n03125729,12819,1,1772,data/mind-big-data-imagenet/n03125729/n03125729_12819.JPEG
35,data/mind-big-data/MindBigData_Imagenet_Insight_n04270147_10702_1_979.csv,Imagenet,Insight,n04270147,10702,1,979,data/mind-big-data-imagenet/n04270147/n04270147_10702.JPEG
36,data/mind-big-data/MindBigData_Imagenet_Insight_n03249569_30280_1_692.csv,Imagenet,Insight,n03249569,30280,1,692,data/mind-big-data-imagenet/n03249569/n03249569_30280.JPEG
37,data/mind-big-data/MindBigData_Imagenet_Insight_n02870880_5851_1_775.csv,Imagenet,Insight,n02870880,5851,1,775,data/mind-big-data-imagenet/n02870880/n02870880_5851.JPEG
38,data/mind-big-data/MindBigData_Imagenet_Insight_n03995372_2354_1_2030.csv,Imagenet,Insight,n03995372,2354,1,2030,data/mind-big-data-imagenet/n03995372/n03995372_2354.JPEG
39,data/mind-big-data/MindBigData_Imagenet_Insight_n03529860_4177_1_1011.csv,Imagenet,Insight,n03529860,4177,1,1011,data/mind-big-data-imagenet/n03529860/n03529860_4177.JPEG
40,data/mind-big-data/MindBigData_Imagenet_Insight_n01580077_11470_1_2681.csv,Imagenet,Insight,n01580077,11470,1,2681,data/mind-big-data-imagenet/n01580077/n01580077_11470.JPEG
41,data/mind-big-data/MindBigData_Imagenet_Insight_n01855032_4926_1_330.csv,Imagenet,Insight,n01855032,4926,1,330,data/mind-big-data-imagenet/n01855032/n01855032_4926.JPEG
42,data/mind-big-data/MindBigData_Imagenet_Insight_n03109150_14332_1_362.csv,Imagenet,Insight,n03109150,14332,1,362,data/mind-big-data-imagenet/n03109150/n03109150_14332.JPEG
43,data/mind-big-data/MindBigData_Imagenet_Insight_n04483307_9555_1_2152.csv,Imagenet,Insight,n04483307,9555,1,2152,data/mind-big-data-imagenet/n04483307/n04483307_9555.JPEG
44,data/mind-big-data/MindBigData_Imagenet_Insight_n02486410_7578_1_1123.csv,Imagenet,Insight,n02486410,7578,1,1123,data/mind-big-data-imagenet/n02486410/n02486410_7578.JPEG
45,data/mind-big-data/MindBigData_Imagenet_Insight_n04039381_7583_1_237.csv,Imagenet,Insight,n04039381,7583,1,237,data/mind-big-data-imagenet/n04039381/n04039381_7583.JPEG
46,data/mind-big-data/MindBigData_Imagenet_Insight_n01824575_4620_1_1782.csv,Imagenet,Insight,n01824575,4620,1,1782,data/mind-big-data-imagenet/n01824575/n01824575_4620.JPEG
47,data/mind-big-data/MindBigData_Imagenet_Insight_n03782006_6447_1_2334.csv,Imagenet,Insight,n03782006,6447,1,2334,data/mind-big-data-imagenet/n03782006/n03782006_6447.JPEG
48,data/mind-big-data/MindBigData_Imagenet_Insight_n03792782_3205_1_1657.csv,Imagenet,Insight,n03792782,3205,1,1657,data/mind-big-data-imagenet/n03792782/n03792782_3205.JPEG
49,data/mind-big-data/MindBigData_Imagenet_Insight_n09835506_9576_1_512.csv,Imagenet,Insight,n09835506,9576,1,512,data/mind-big-data-imagenet/n09835506/n09835506_9576.JPEG
50,data/mind-big-data/MindBigData_Imagenet_Insight_n03775546_11889_1_2076.csv,Imagenet,Insight,n03775546,11889,1,2076,data/mind-big-data-imagenet/n03775546/n03775546_11889.JPEG
51,data/mind-big-data/MindBigData_Imagenet_Insight_n02097298_3522_1_778.csv,Imagenet,Insight,n02097298,3522,1,778,data/mind-big-data-imagenet/n02097298/n02097298_3522.JPEG
52,data/mind-big-data/MindBigData_Imagenet_Insight_n03134739_3945_1_112.csv,Imagenet,Insight,n03134739,3945,1,112,data/mind-big-data-imagenet/n03134739/n03134739_3945.JPEG
53,data/mind-big-data/MindBigData_Imagenet_Insight_n02690373_4066_1_1445.csv,Imagenet,Insight,n02690373,4066,1,1445,data/mind-big-data-imagenet/n02690373/n02690373_4066.JPEG
54,data/mind-big-data/MindBigData_Imagenet_Insight_n02412080_15459_1_1178.csv,Imagenet,Insight,n02412080,15459,1,1178,data/mind-big-data-imagenet/n02412080/n02412080_15459.JPEG
55,data/mind-big-data/MindBigData_Imagenet_Insight_n01669191_868_1_130.csv,Imagenet,Insight,n01669191,868,1,130,data/mind-big-data-imagenet/n01669191/n01669191_868.JPEG
56,data/mind-big-data/MindBigData_Imagenet_Insight_n09835506_15650_1_990.csv,Imagenet,Insight,n09835506,15650,1,990,data/mind-big-data-imagenet/n09835506/n09835506_15650.JPEG
57,data/mind-big-data/MindBigData_Imagenet_Insight_n03394916_31032_1_273.csv,Imagenet,Insight,n03394916,31032,1,273,data/mind-big-data-imagenet/n03394916/n03394916_31032.JPEG
58,data/mind-big-data/MindBigData_Imagenet_Insight_n02100236_615_1_1100.csv,Imagenet,Insight,n02100236,615,1,1100,data/mind-big-data-imagenet/n02100236/n02100236_615.JPEG
59,data/mind-big-data/MindBigData_Imagenet_Insight_n04263257_5449_1_1181.csv,Imagenet,Insight,n04263257,5449,1,1181,data/mind-big-data-imagenet/n04263257/n04263257_5449.JPEG
60,data/mind-big-data/MindBigData_Imagenet_Insight_n01795545_587_1_2514.csv,Imagenet,Insight,n01795545,587,1,2514,data/mind-big-data-imagenet/n01795545/n01795545_587.JPEG
61,data/mind-big-data/MindBigData_Imagenet_Insight_n01518878_587_1_922.csv,Imagenet,Insight,n01518878,587,1,922,data/mind-big-data-imagenet/n01518878/n01518878_587.JPEG
62,data/mind-big-data/MindBigData_Imagenet_Insight_n02058221_28021_1_1427.csv,Imagenet,Insight,n02058221,28021,1,1427,data/mind-big-data-imagenet/n02058221/n02058221_28021.JPEG
63,data/mind-big-data/MindBigData_Imagenet_Insight_n01669191_4365_1_2585.csv,Imagenet,Insight,n01669191,4365,1,2585,data/mind-big-data-imagenet/n01669191/n01669191_4365.JPEG
64,data/mind-big-data/MindBigData_Imagenet_Insight_n10565667_1808_1_1698.csv,Imagenet,Insight,n10565667,1808,1,1698,data/mind-big-data-imagenet/n10565667/n10565667_1808.JPEG
65,data/mind-big-data/MindBigData_Imagenet_Insight_n04270147_7910_1_2716.csv,Imagenet,Insight,n04270147,7910,1,2716,data/mind-big-data-imagenet/n04270147/n04270147_7910.JPEG
66,data/mind-big-data/MindBigData_Imagenet_Insight_n02013706_2674_1_1905.csv,Imagenet,Insight,n02013706,2674,1,1905,data/mind-big-data-imagenet/n02013706/n02013706_2674.JPEG
67,data/mind-big-data/MindBigData_Imagenet_Insight_n01734418_4945_1_2612.csv,Imagenet,Insight,n01734418,4945,1,2612,data/mind-big-data-imagenet/n01734418/n01734418_4945.JPEG
68,data/mind-big-data/MindBigData_Imagenet_Insight_n01756291_10469_1_1659.csv,Imagenet,Insight,n01756291,10469,1,1659,data/mind-big-data-imagenet/n01756291/n01756291_10469.JPEG
69,data/mind-big-data/MindBigData_Imagenet_Insight_n06892775_24470_1_2004.csv,Imagenet,Insight,n06892775,24470,1,2004,data/mind-big-data-imagenet/n06892775/n06892775_24470.JPEG
70,data/mind-big-data/MindBigData_Imagenet_Insight_n03481172_1304_1_1171.csv,Imagenet,Insight,n03481172,1304,1,1171,data/mind-big-data-imagenet/n03481172/n03481172_1304.JPEG
71,data/mind-big-data/MindBigData_Imagenet_Insight_n02951585_12670_1_223.csv,Imagenet,Insight,n02951585,12670,1,223,data/mind-big-data-imagenet/n02951585/n02951585_12670.JPEG
72,data/mind-big-data/MindBigData_Imagenet_Insight_n03452741_3289_2_252.csv,Imagenet,Insight,n03452741,3289,2,252,data/mind-big-data-imagenet/n03452741/n03452741_3289.JPEG
73,data/mind-big-data/MindBigData_Imagenet_Insight_n04311174_1312_1_2110.csv,Imagenet,Insight,n04311174,1312,1,2110,data/mind-big-data-imagenet/n04311174/n04311174_1312.JPEG
74,data/mind-big-data/MindBigData_Imagenet_Insight_n03838899_3565_1_2164.csv,Imagenet,Insight,n03838899,3565,1,2164,data/mind-big-data-imagenet/n03838899/n03838899_3565.JPEG
75,data/mind-big-data/MindBigData_Imagenet_Insight_n01608432_11675_1_2037.csv,Imagenet,Insight,n01608432,11675,1,2037,data/mind-big-data-imagenet/n01608432/n01608432_11675.JPEG
76,data/mind-big-data/MindBigData_Imagenet_Insight_n01695060_6841_1_425.csv,Imagenet,Insight,n01695060,6841,1,425,data/mind-big-data-imagenet/n01695060/n01695060_6841.JPEG
77,data/mind-big-data/MindBigData_Imagenet_Insight_n03633091_6767_1_1041.csv,Imagenet,Insight,n03633091,6767,1,1041,data/mind-big-data-imagenet/n03633091/n03633091_6767.JPEG
78,data/mind-big-data/MindBigData_Imagenet_Insight_n02840245_4697_1_485.csv,Imagenet,Insight,n02840245,4697,1,485,data/mind-big-data-imagenet/n02840245/n02840245_4697.JPEG
79,data/mind-big-data/MindBigData_Imagenet_Insight_n04335209_1084_1_1739.csv,Imagenet,Insight,n04335209,1084,1,1739,data/mind-big-data-imagenet/n04335209/n04335209_1084.JPEG
80,data/mind-big-data/MindBigData_Imagenet_Insight_n03100240_3703_1_2604.csv,Imagenet,Insight,n03100240,3703,1,2604,data/mind-big-data-imagenet/n03100240/n03100240_3703.JPEG
81,data/mind-big-data/MindBigData_Imagenet_Insight_n03761084_28776_1_1860.csv,Imagenet,Insight,n03761084,28776,1,1860,data/mind-big-data-imagenet/n03761084/n03761084_28776.JPEG
82,data/mind-big-data/MindBigData_Imagenet_Insight_n04554684_11226_1_2430.csv,Imagenet,Insight,n04554684,11226,1,2430,data/mind-big-data-imagenet/n04554684/n04554684_11226.JPEG
83,data/mind-big-data/MindBigData_Imagenet_Insight_n02090721_2800_1_975.csv,Imagenet,Insight,n02090721,2800,1,975,data/mind-big-data-imagenet/n02090721/n02090721_2800.JPEG
84,data/mind-big-data/MindBigData_Imagenet_Insight_n03791053_49_1_6.csv,Imagenet,Insight,n03791053,49,1,6,data/mind-big-data-imagenet/n03791053/n03791053_49.JPEG
85,data/mind-big-data/MindBigData_Imagenet_Insight_n03134739_3335_1_2271.csv,Imagenet,Insight,n03134739,3335,1,2271,data/mind-big-data-imagenet/n03134739/n03134739_3335.JPEG
86,data/mind-big-data/MindBigData_Imagenet_Insight_n02687992_29124_1_2345.csv,Imagenet,Insight,n02687992,29124,1,2345,data/mind-big-data-imagenet/n02687992/n02687992_29124.JPEG
87,data/mind-big-data/MindBigData_Imagenet_Insight_n02091134_917_1_566.csv,Imagenet,Insight,n02091134,917,1,566,data/mind-big-data-imagenet/n02091134/n02091134_917.JPEG
88,data/mind-big-data/MindBigData_Imagenet_Insight_n04554684_6392_1_1452.csv,Imagenet,Insight,n04554684,6392,1,1452,data/mind-big-data-imagenet/n04554684/n04554684_6392.JPEG
89,data/mind-big-data/MindBigData_Imagenet_Insight_n02445715_10798_1_1678.csv,Imagenet,Insight,n02445715,10798,1,1678,data/mind-big-data-imagenet/n02445715/n02445715_10798.JPEG
90,data/mind-big-data/MindBigData_Imagenet_Insight_n03128519_37415_1_1475.csv,Imagenet,Insight,n03128519,37415,1,1475,data/mind-big-data-imagenet/n03128519/n03128519_37415.JPEG
91,data/mind-big-data/MindBigData_Imagenet_Insight_n02092002_5674_1_2668.csv,Imagenet,Insight,n02092002,5674,1,2668,data/mind-big-data-imagenet/n02092002/n02092002_5674.JPEG
92,data/mind-big-data/MindBigData_Imagenet_Insight_n04487394_9598_1_2519.csv,Imagenet,Insight,n04487394,9598,1,2519,data/mind-big-data-imagenet/n04487394/n04487394_9598.JPEG
93,data/mind-big-data/MindBigData_Imagenet_Insight_n02097047_1268_1_86.csv,Imagenet,Insight,n02097047,1268,1,86,data/mind-big-data-imagenet/n02097047/n02097047_1268.JPEG
94,data/mind-big-data/MindBigData_Imagenet_Insight_n02701002_2821_1_1492.csv,Imagenet,Insight,n02701002,2821,1,1492,data/mind-big-data-imagenet/n02701002/n02701002_2821.JPEG
95,data/mind-big-data/MindBigData_Imagenet_Insight_n03467517_17269_1_1497.csv,Imagenet,Insight,n03467517,17269,1,1497,data/mind-big-data-imagenet/n03467517/n03467517_17269.JPEG
96,data/mind-big-data/MindBigData_Imagenet_Insight_n04347754_82391_1_2601.csv,Imagenet,Insight,n04347754,82391,1,2601,data/mind-big-data-imagenet/n04347754/n04347754_82391.JPEG
97,data/mind-big-data/MindBigData_Imagenet_Insight_n01847000_7362_1_2381.csv,Imagenet,Insight,n01847000,7362,1,2381,data/mind-big-data-imagenet/n01847000/n01847000_7362.JPEG
98,data/mind-big-data/MindBigData_Imagenet_Insight_n01818515_7424_1_2141.csv,Imagenet,Insight,n01818515,7424,1,2141,data/mind-big-data-imagenet/n01818515/n01818515_7424.JPEG
99,data/mind-big-data/MindBigData_Imagenet_Insight_n02422106_294_1_2033.csv,Imagenet,Insight,n02422106,294,1,2033,data/mind-big-data-imagenet/n02422106/n02422106_294.JPEG
100,data/mind-big-data/MindBigData_Imagenet_Insight_n01797886_9854_1_2714.csv,Imagenet,Insight,n01797886,9854,1,2714,data/mind-big-data-imagenet/n01797886/n01797886_9854.JPEG
101,data/mind-big-data/MindBigData_Imagenet_Insight_n02087394_536_1_2579.csv,Imagenet,Insight,n02087394,536,1,2579,data/mind-big-data-imagenet/n02087394/n02087394_536.JPEG
102,data/mind-big-data/MindBigData_Imagenet_Insight_n02096294_3815_1_1755.csv,Imagenet,Insight,n02096294,3815,1,1755,data/mind-big-data-imagenet/n02096294/n02096294_3815.JPEG
103,data/mind-big-data/MindBigData_Imagenet_Insight_n03344393_3185_1_1043.csv,Imagenet,Insight,n03344393,3185,1,1043,data/mind-big-data-imagenet/n03344393/n03344393_3185.JPEG
104,data/mind-big-data/MindBigData_Imagenet_Insight_n02880940_883_1_510.csv,Imagenet,Insight,n02880940,883,1,510,data/mind-big-data-imagenet/n02880940/n02880940_883.JPEG
105,data/mind-big-data/MindBigData_Imagenet_Insight_n02395406_28237_1_578.csv,Imagenet,Insight,n02395406,28237,1,578,data/mind-big-data-imagenet/n02395406/n02395406_28237.JPEG
106,data/mind-big-data/MindBigData_Imagenet_Insight_n01560419_8247_1_2346.csv,Imagenet,Insight,n01560419,8247,1,2346,data/mind-big-data-imagenet/n01560419/n01560419_8247.JPEG
107,data/mind-big-data/MindBigData_Imagenet_Insight_n04336792_5767_1_617.csv,Imagenet,Insight,n04336792,5767,1,617,data/mind-big-data-imagenet/n04336792/n04336792_5767.JPEG
108,data/mind-big-data/MindBigData_Imagenet_Insight_n02033041_3196_1_2214.csv,Imagenet,Insight,n02033041,3196,1,2214,data/mind-big-data-imagenet/n02033041/n02033041_3196.JPEG
109,data/mind-big-data/MindBigData_Imagenet_Insight_n02009912_91_1_886.csv,Imagenet,Insight,n02009912,91,1,886,data/mind-big-data-imagenet/n02009912/n02009912_91.JPEG
110,data/mind-big-data/MindBigData_Imagenet_Insight_n01990800_4528_1_2538.csv,Imagenet,Insight,n01990800,4528,1,2538,data/mind-big-data-imagenet/n01990800/n01990800_4528.JPEG
111,data/mind-big-data/MindBigData_Imagenet_Insight_n03297495_6860_1_1368.csv,Imagenet,Insight,n03297495,6860,1,1368,data/mind-big-data-imagenet/n03297495/n03297495_6860.JPEG
112,data/mind-big-data/MindBigData_Imagenet_Insight_n02097209_3428_1_572.csv,Imagenet,Insight,n02097209,3428,1,572,data/mind-big-data-imagenet/n02097209/n02097209_3428.JPEG
113,data/mind-big-data/MindBigData_Imagenet_Insight_n02098286_2511_1_757.csv,Imagenet,Insight,n02098286,2511,1,757,data/mind-big-data-imagenet/n02098286/n02098286_2511.JPEG
114,data/mind-big-data/MindBigData_Imagenet_Insight_n02839592_2242_1_182.csv,Imagenet,Insight,n02839592,2242,1,182,data/mind-big-data-imagenet/n02839592/n02839592_2242.JPEG
115,data/mind-big-data/MindBigData_Imagenet_Insight_n02093428_7259_1_2478.csv,Imagenet,Insight,n02093428,7259,1,2478,data/mind-big-data-imagenet/n02093428/n02093428_7259.JPEG
116,data/mind-big-data/MindBigData_Imagenet_Insight_n02422106_1730_1_2713.csv,Imagenet,Insight,n02422106,1730,1,2713,data/mind-big-data-imagenet/n02422106/n02422106_1730.JPEG
117,data/mind-big-data/MindBigData_Imagenet_Insight_n04380533_6117_1_1969.csv,Imagenet,Insight,n04380533,6117,1,1969,data/mind-big-data-imagenet/n04380533/n04380533_6117.JPEG
118,data/mind-big-data/MindBigData_Imagenet_Insight_n04285008_2196_1_320.csv,Imagenet,Insight,n04285008,2196,1,320,data/mind-big-data-imagenet/n04285008/n04285008_2196.JPEG
119,data/mind-big-data/MindBigData_Imagenet_Insight_n03838899_27401_1_17.csv,Imagenet,Insight,n03838899,27401,1,17,data/mind-big-data-imagenet/n03838899/n03838899_27401.JPEG
120,data/mind-big-data/MindBigData_Imagenet_Insight_n07720875_6969_1_61.csv,Imagenet,Insight,n07720875,6969,1,61,data/mind-big-data-imagenet/n07720875/n07720875_6969.JPEG
121,data/mind-big-data/MindBigData_Imagenet_Insight_n07753275_5285_1_1827.csv,Imagenet,Insight,n07753275,5285,1,1827,data/mind-big-data-imagenet/n07753275/n07753275_5285.JPEG
122,data/mind-big-data/MindBigData_Imagenet_Insight_n02930766_13897_1_2440.csv,Imagenet,Insight,n02930766,13897,1,2440,data/mind-big-data-imagenet/n02930766/n02930766_13897.JPEG
123,data/mind-big-data/MindBigData_Imagenet_Insight_n04070727_56234_1_2432.csv,Imagenet,Insight,n04070727,56234,1,2432,data/mind-big-data-imagenet/n04070727/n04070727_56234.JPEG
124,data/mind-big-data/MindBigData_Imagenet_Insight_n03271574_7405_1_577.csv,Imagenet,Insight,n03271574,7405,1,577,data/mind-big-data-imagenet/n03271574/n03271574_7405.JPEG
125,data/mind-big-data/MindBigData_Imagenet_Insight_n02693246_10318_1_621.csv,Imagenet,Insight,n02693246,10318,1,621,data/mind-big-data-imagenet/n02693246/n02693246_10318.JPEG
126,data/mind-big-data/MindBigData_Imagenet_Insight_n03770679_12993_1_118.csv,Imagenet,Insight,n03770679,12993,1,118,data/mind-big-data-imagenet/n03770679/n03770679_12993.JPEG
127,data/mind-big-data/MindBigData_Imagenet_Insight_n02111129_892_1_1843.csv,Imagenet,Insight,n02111129,892,1,1843,data/mind-big-data-imagenet/n02111129/n02111129_892.JPEG
128,data/mind-big-data/MindBigData_Imagenet_Insight_n01796340_1156_1_566.csv,Imagenet,Insight,n01796340,1156,1,566,data/mind-big-data-imagenet/n01796340/n01796340_1156.JPEG
129,data/mind-big-data/MindBigData_Imagenet_Insight_n04591157_3912_1_2570.csv,Imagenet,Insight,n04591157,3912,1,2570,data/mind-big-data-imagenet/n04591157/n04591157_3912.JPEG
130,data/mind-big-data/MindBigData_Imagenet_Insight_n01674464_234_1_511.csv,Imagenet,Insight,n01674464,234,1,511,data/mind-big-data-imagenet/n01674464/n01674464_234.JPEG
131,data/mind-big-data/MindBigData_Imagenet_Insight_n02076196_3352_1_1211.csv,Imagenet,Insight,n02076196,3352,1,1211,data/mind-big-data-imagenet/n02076196/n02076196_3352.JPEG
132,data/mind-big-data/MindBigData_Imagenet_Insight_n02110341_13707_1_1342.csv,Imagenet,Insight,n02110341,13707,1,1342,data/mind-big-data-imagenet/n02110341/n02110341_13707.JPEG
133,data/mind-big-data/MindBigData_Imagenet_Insight_n02134418_4374_1_1215.csv,Imagenet,Insight,n02134418,4374,1,1215,data/mind-big-data-imagenet/n02134418/n02134418_4374.JPEG
134,data/mind-big-data/MindBigData_Imagenet_Insight_n03942813_9853_1_1230.csv,Imagenet,Insight,n03942813,9853,1,1230,data/mind-big-data-imagenet/n03942813/n03942813_9853.JPEG
135,data/mind-big-data/MindBigData_Imagenet_Insight_n03085013_23286_1_296.csv,Imagenet,Insight,n03085013,23286,1,296,data/mind-big-data-imagenet/n03085013/n03085013_23286.JPEG
136,data/mind-big-data/MindBigData_Imagenet_Insight_n03991062_6342_1_520.csv,Imagenet,Insight,n03991062,6342,1,520,data/mind-big-data-imagenet/n03991062/n03991062_6342.JPEG
137,data/mind-big-data/MindBigData_Imagenet_Insight_n01820546_4975_1_2654.csv,Imagenet,Insight,n01820546,4975,1,2654,data/mind-big-data-imagenet/n01820546/n01820546_4975.JPEG
138,data/mind-big-data/MindBigData_Imagenet_Insight_n03001627_1556_1_1924.csv,Imagenet,Insight,n03001627,1556,1,1924,data/mind-big-data-imagenet/n03001627/n03001627_1556.JPEG
139,data/mind-big-data/MindBigData_Imagenet_Insight_n02099267_10264_1_2009.csv,Imagenet,Insight,n02099267,10264,1,2009,data/mind-big-data-imagenet/n02099267/n02099267_10264.JPEG
140,data/mind-big-data/MindBigData_Imagenet_Insight_n02084071_1966_1_1631.csv,Imagenet,Insight,n02084071,1966,1,1631,data/mind-big-data-imagenet/n02084071/n02084071_1966.JPEG
141,data/mind-big-data/MindBigData_Imagenet_Insight_n03498962_6211_1_2768.csv,Imagenet,Insight,n03498962,6211,1,2768,data/mind-big-data-imagenet/n03498962/n03498962_6211.JPEG
142,data/mind-big-data/MindBigData_Imagenet_Insight_n01582220_5766_1_2375.csv,Imagenet,Insight,n01582220,5766,1,2375,data/mind-big-data-imagenet/n01582220/n01582220_5766.JPEG
